"","species","genus","family","other","ncbi","custom","rank"
"48","Muraena helena","Muraena","Muraenidae",1,NA,NA,"species"
"49","Oblada melanura","Oblada","Sparidae",1,NA,NA,"species"
"50","Pagellus acarne","Pagellus","Sparidae",1,1,NA,"species"
"51","Pagellus erythrinus","Pagellus","Sparidae",2,1,NA,"species"
"52","Parablennius gattorugine","Parablennius","Blenniidae",1,NA,NA,"species"
"53","Parablennius incognitus","Parablennius","Blenniidae",2,NA,NA,"species"
"54","Parablennius pilicornis","Parablennius","Blenniidae",2,NA,NA,"species"
"55","Pegusa nasuta","Pegusa","Soleidae",3,NA,NA,"species"
"56","Phycis blennoides","Phycis","Phycidae",1,NA,NA,"species"
"57","Pomadasys incisus","Pomadasys","Haemulidae",5,NA,NA,"species"
"58","Prionace glauca","Prionace","Carcharhinidae",2,1,NA,"species"
"59","Raja asterias","Raja","Rajidae",2,NA,NA,"species"
"60","Salaria pavo","Salaria","Blenniidae",3,NA,NA,"species"
"61","Sarda sarda","Sarda","Scombridae",1,1,NA,"species"
"62","Sardina pilchardus","Sardina","Clupeidae",1,1,1,"species"
"63","Sardinella aurita","Sardinella","Clupeidae",1,NA,NA,"species"
"64","Sarpa salpa","Sarpa","Sparidae",1,NA,NA,"species"
"65","Sciaena umbra","Sciaena","Sciaenidae",5,NA,NA,"species"
"66","Scomber scombrus","Scomber","Scombridae",1,1,1,"species"
"67","Scophthalmus maximus","Scophthalmus","Scophthalmidae",1,1,NA,"species"
"68","Scophthalmus rhombus","Scophthalmus","Scophthalmidae",2,NA,NA,"species"
"69","Scorpaena elongata","Scorpaena","Scorpaenidae",1,NA,NA,"species"
"70","Scorpaena notata","Scorpaena","Scorpaenidae",2,NA,NA,"species"
"71","Scorpaena porcus","Scorpaena","Scorpaenidae",3,NA,NA,"species"
"72","Scorpaena scrofa","Scorpaena","Scorpaenidae",2,NA,NA,"species"
"73","Scyliorhinus canicula","Scyliorhinus","Scyliorhinidae",6,1,1,"species"
"74","Seriola dumerili","Seriola","Carangidae",2,1,NA,"species"
"75","Serranus cabrilla","Serranus","Serranidae",3,1,NA,"species"
"76","Serranus hepatus","Serranus","Serranidae",2,1,NA,"species"
"77","Serranus scriba","Serranus","Serranidae",1,1,NA,"species"
"78","Siganus luridus","Siganus","Siganidae",4,NA,NA,"species"
"79","Siganus rivulatus","Siganus","Siganidae",2,NA,NA,"species"
"80","Solea senegalensis","Solea","Soleidae",2,1,1,"species"
"81","Solea solea","Solea","Soleidae",1,1,1,"species"
"82","Sparisoma cretense","Sparisoma","Labridae",1,NA,NA,"species"
"83","Sparus aurata","Sparus","Sparidae",2,NA,NA,"species"
"84","Sphyraena sphyraena","Sphyraena","Sphyraenidae",1,NA,NA,"species"
"85","Spicara flexuosa","Spicara","Centracanthidae",2,NA,NA,"species"
"86","Spicara maena","Spicara","Centracanthidae",2,1,NA,"species"
"87","Spondyliosoma cantharus","Spondyliosoma","Sparidae",3,NA,NA,"species"
"88","Symphodus bailloni","Symphodus","Labridae",1,NA,NA,"species"
"89","Symphodus cinereus","Symphodus","Labridae",5,NA,NA,"species"
"90","Symphodus mediterraneus","Symphodus","Labridae",1,NA,NA,"species"
"91","Symphodus melops","Symphodus","Labridae",1,NA,NA,"species"
"92","Symphodus ocellatus","Symphodus","Labridae",1,1,NA,"species"
"93","Symphodus roissali","Symphodus","Labridae",2,NA,NA,"species"
"94","Symphodus rostratus","Symphodus","Labridae",2,NA,NA,"species"
"95","Symphodus tinca","Symphodus","Labridae",2,1,NA,"species"
"96","Synchiropus phaeton","Synchiropus","Callionymidae",3,NA,NA,"species"
"97","Syngnathus abaster","Syngnathus","Syngnathidae",2,NA,NA,"species"
"98","Syngnathus taenionotus","Syngnathus","Syngnathidae",4,1,NA,"species"
"99","Syngnathus typhle","Syngnathus","Syngnathidae",1,NA,NA,"species"
"100","Synodus saurus","Synodus","Synodontidae",1,NA,NA,"species"
"101","Thalassoma pavo","Thalassoma","Labridae",1,NA,NA,"species"
"102","Torpedo marmorata","Torpedo","Torpedinidae",1,2,NA,"species"
"103","Trachinus araneus","Trachinus","Trachinidae",2,NA,NA,"species"
"104","Trachinus draco","Trachinus","Trachinidae",1,1,NA,"species"
"105","Trachinus radiatus","Trachinus","Trachinidae",1,NA,NA,"species"
"106","Trachurus mediterraneus","Trachurus","Carangidae",5,NA,NA,"species"
"107","Trigla lyra","Trigla","Triglidae",1,NA,NA,"species"
"108","Trigloporus lastoviza","Trigloporus","Triglidae",2,NA,NA,"species"
"109","Tripterygion delaisi","Tripterygion","Tripterygiidae",1,3,NA,"species"
"110","Tripterygion tripteronotum","Tripterygion","Tripterygiidae",2,4,NA,"species"
"111","Trisopterus capelanus","Trisopterus","Gadidae",3,NA,NA,"species"
"112","Umbrina canariensis","Umbrina","Sciaenidae",2,NA,2,"species"
"113","Uranoscopus scaber","Uranoscopus","Uranoscopidae",2,NA,NA,"species"
"114","Xiphias gladius","Xiphias","Xiphiidae",1,1,NA,"species"
"115","Zosterisessor ophiocephalus","Zosterisessor","Gobiidae",2,1,NA,"species"
